datetime,student,task
2019-12-04 14:46,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 14:46,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 14:46,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 14:48,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 14:48,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 14:49,Кирилл,Лабораторная работа №4. Регрессия
2019-12-04 14:51,Кирилл,Лабораторная работа №4. Регрессия
2019-12-04 14:55,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 14:59,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 15:08,Екатерина,Лабораторная работа №5 (часть 1)
2019-12-04 15:08,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-04 15:08,Екатерина,Лабораторная работа №5 (часть 1)
2019-12-04 15:09,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-04 15:15,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 15:15,Юлия,Лабораторная работа №5 (часть 1)
2019-12-04 15:20,Дмитрий,Лабораторная работа №5 (часть 1)
2019-12-04 15:20,Дмитрий,Лабораторная работа №5 (часть 2)
2019-12-04 15:31,Кирилл,Лабораторная работа №4. Регрессия
2019-12-04 15:32,Кирилл,Лабораторная работа №4. Регрессия
2019-12-04 15:37,Екатерина,Лабораторная работа №5 (часть 1)
2019-12-04 15:38,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-04 15:39,Екатерина,Лабораторная работа №5 (часть 1)
2019-12-04 16:13,Екатерина,Лабораторная работа №4. Регрессия
2019-12-04 16:21,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 16:33,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 16:33,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 16:34,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 16:35,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 16:35,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2019-12-04 17:11,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 17:19,Светлана,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-12-04 17:26,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 17:38,Светлана,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-12-04 17:40,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 17:40,Светлана,Самостоятельная работа №2. Установка Anaconda
2019-12-04 17:40,Светлана,Лабораторная работа №1. Python
2019-12-04 17:41,Светлана,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-12-04 17:45,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-04 17:59,Светлана,Тест 4. Регрессия
2019-12-04 18:02,Светлана,Лабораторная работа №3 (часть 1)
2019-12-04 18:02,Светлана,Лабораторная работа №4. Регрессия
2019-12-04 18:09,Светлана,Лабораторная работа №4. Регрессия
2019-12-04 18:25,Светлана,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-12-04 18:28,Светлана,Лабораторная работа №3 (часть 1)
2019-12-04 18:29,Светлана,Лабораторная работа №3 (часть 2)
2019-12-04 18:29,Светлана,Лабораторная работа №4. Регрессия
2019-12-07 16:12,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-07 16:12,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-07 16:12,Екатерина,Лабораторная работа №4. Регрессия
2019-12-07 18:40,Надежда,Лабораторная работа №5 (часть 2)
2019-12-07 18:40,Надежда,Лабораторная работа №4. Регрессия
2019-12-09 10:08,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 10:09,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 10:13,Кирилл,Лабораторная работа №4. Регрессия
2019-12-09 13:45,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 13:46,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 13:46,Кирилл,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 13:48,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 13:50,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 13:54,Светлана,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-12-09 13:55,Юлия,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 13:55,Юлия,Лабораторная работа №5 (часть 1)
2019-12-09 13:55,Юлия,Лабораторная работа №4. Регрессия
2019-12-09 13:56,Юлия,Лабораторная работа №5 (часть 2)
2019-12-09 13:58,Дмитрий,Лабораторная работа №5 (часть 1)
2019-12-09 14:01,Дмитрий,Лабораторная работа №5 (часть 2)
2019-12-09 14:01,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:04,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:04,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 14:06,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:08,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:11,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:12,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:12,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 14:14,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:19,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:38,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:39,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:40,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-09 14:41,Екатерина,Лабораторная работа №4. Регрессия
2019-12-09 14:42,Екатерина,Лабораторная работа №4. Регрессия
2019-12-09 14:42,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 14:42,Екатерина,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 17:22,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 17:22,Екатерина,Лабораторная работа №6. Разработка системы анализа данных
2019-12-09 17:24,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 17:43,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 19:22,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 19:46,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 20:36,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-09 22:31,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-10 09:48,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-10 09:54,Кирилл,Лабораторная работа №3 (часть 2)
2019-12-10 10:28,Кирилл,Лабораторная работа №1. Python
2019-12-10 10:28,Кирилл,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-12-10 10:31,Кирилл,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-12-10 10:46,Кирилл,Лабораторная работа №3 (часть 2)
2019-12-10 11:02,Кирилл,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-12-10 11:21,Надежда,Лабораторная работа №5 (часть 2)
2019-12-10 18:01,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-11 02:48,Надежда,Лабораторная работа №5 (часть 2)
2019-12-13 16:54,Кирилл,Лабораторная работа №3 (часть 2)
2019-12-13 16:55,Кирилл,Лабораторная работа №4. Регрессия
2019-12-13 16:55,Кирилл,Лабораторная работа №4. Регрессия
2019-12-13 16:55,Кирилл,Тест 4. Регрессия
2019-12-13 16:56,Кирилл,Лабораторная работа №2. Линейная алгебра и библиотека numpy
2019-12-13 16:56,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 14:22,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 16:33,Светлана,Самостоятельная работа №1. Задачи анализа данных и типы данных
2019-12-14 16:36,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 17:05,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 17:12,Максим,Лабораторная работа №4. Регрессия
2019-12-14 17:24,Максим,Лабораторная работа №4. Регрессия
2019-12-14 18:17,Максим,Лабораторная работа №5 (часть 2)
2019-12-14 18:19,Максим,Лабораторная работа №5 (часть 1)
2019-12-14 18:38,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-12-14 18:47,Максим,Лабораторная работа №5 (часть 1)
2019-12-14 19:43,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 19:49,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 20:31,Светлана,Лабораторная работа №3 (часть 2)
2019-12-14 20:55,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-14 20:56,Светлана,Лабораторная работа №5 (часть 1)
2019-12-14 20:57,Светлана,Лабораторная работа №5 (часть 2)
2019-12-14 21:41,Светлана,Лабораторная работа №5 (часть 1)
2019-12-14 22:14,Максим,Лабораторная работа №3 (часть 2)
2019-12-14 22:14,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-12-14 22:17,Максим,Лабораторная работа №3 (часть 1)
2019-12-14 22:25,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-15 00:48,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-12-15 01:10,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-15 01:11,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-15 14:45,Максим,Лабораторная работа №6. Разработка системы анализа данных
2019-12-15 15:34,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-15 20:25,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-16 22:07,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 15:09,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 15:27,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 15:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 15:31,Екатерина,Лабораторная работа №6. Разработка системы анализа данных
2019-12-18 15:31,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 15:34,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 16:05,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 16:05,Екатерина,Лабораторная работа №5 (часть 2)
2019-12-18 16:06,Екатерина,Лабораторная работа №4. Регрессия
2019-12-18 16:46,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-18 16:51,Кирилл,Самостоятельная работа №2. Установка Anaconda
2019-12-18 18:14,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-20 17:13,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-20 17:14,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2019-12-20 17:14,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 00:22,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 01:02,Надежда,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 11:47,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 12:05,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 12:52,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 13:03,Дмитрий,Лабораторная работа №3 (часть 1)
2019-12-23 22:43,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 22:43,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 22:44,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 22:44,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 22:44,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-23 22:44,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-25 11:15,Кирилл,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:28,Светлана,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2019-12-28 21:29,Светлана,Лабораторная работа №6. Разработка системы анализа данных
2020-01-02 00:07,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:07,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:07,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:07,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:30,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:30,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:31,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-02 00:32,Максим,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-05 16:20,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-05 20:10,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-05 20:40,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-06 14:31,Степан,Лабораторная работа №6. Разработка системы анализа данных
2020-01-06 14:31,Степан,Лабораторная работа №6. Разработка системы анализа данных
2020-01-06 17:09,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-06 17:12,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2020-01-06 17:14,Дмитрий,Лабораторная работа №6. Разработка системы анализа данных
2020-01-06 17:23,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-06 19:54,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:27,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:27,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:28,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:28,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:28,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:28,Екатерина,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:30,Олег,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:59,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 10:59,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:02,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:02,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:02,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:02,Юлия,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 11:12,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-09 14:35,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
2020-01-15 21:40,Дмитрий,Лабораторная работа №7. Разработка системы анализа данных (индивидуальный проект)
